dont_email,dont_call,occupation,received_free_copy,total_site_visit,total_time_spend_on_site,avg_page_view_per_visit,converted
No,No,Working Professional,Yes,13.0,998.0,2.17,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.5977173233270796,889.0,2.465630081300813,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,6.0,1957.0,1.5,1
No,No,Unemployed,Yes,8.0,1631.0,4.0,1
No,No,Working Professional,Yes,8.0,1332.0,4.0,1
Yes,No,Unemployed,Yes,2.0,374.0,2.0,0
Yes,No,Unemployed,No,1.0,186.0,1.0,0
No,No,Working Professional,No,5.0,1464.0,5.0,1
Yes,No,Unemployed,No,5.0,11.0,2.5,0
No,No,Unemployed,No,5.0,1492.0,5.0,1
No,No,Unemployed,Yes,8.0,1289.0,1.6,1
No,No,Working Professional,No,5.0,96.0,2.5,1
No,No,Unemployed,Yes,2.0,1849.0,2.0,1
No,No,Unemployed,Yes,4.0,344.0,4.0,1
No,No,Unemployed,Yes,3.0,1466.0,3.0,1
Yes,No,Unemployed,Yes,3.0,1532.0,3.0,1
No,No,Unemployed,Yes,2.0,70.0,2.0,1
No,No,Unemployed,No,4.0,1646.0,4.0,1
No,No,Unemployed,No,4.0,885.0,4.0,1
No,No,Unemployed,No,2.0,1570.0,1.0,0
No,No,Unemployed,Yes,2.0,141.0,2.0,0
No,No,Unemployed,No,3.0,1513.0,3.0,1
No,No,Unemployed,No,3.0,260.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,7.0,1201.0,7.0,1
No,No,Unemployed,Yes,2.0,149.0,2.0,0
Yes,No,Unemployed,No,1.0,107.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,7.0,142.0,7.0,0
No,No,Unemployed,No,2.0,222.0,2.0,0
No,No,Unemployed,Yes,3.0,129.0,3.0,0
No,No,Unemployed,Yes,2.0,297.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,196.0,2.0,0
No,No,Unemployed,No,4.0,156.0,1.33,1
No,No,Unemployed,Yes,3.0,430.0,1.5,1
No,No,Unemployed,No,3.0,871.0,3.0,0
No,No,Unemployed,Yes,3.0,1655.0,3.0,1
No,No,Unemployed,No,3.0,1003.0,3.0,0
No,No,Unemployed,No,3.0,937.0,1.5,0
Yes,No,Unemployed,No,3.0,170.0,1.5,1
No,No,Unemployed,No,4.0,275.0,4.0,0
No,No,Unemployed,No,5.0,129.0,2.5,1
No,No,Unemployed,No,2.0,182.0,2.0,0
No,No,Unemployed,Yes,2.0,834.0,2.0,1
No,No,Unemployed,Yes,4.0,504.0,4.0,0
No,No,Unemployed,No,2.0,289.0,2.0,0
Yes,No,Unemployed,No,4.0,252.0,4.0,0
No,No,Unemployed,No,5.0,22.0,5.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,297.0,2.0,0
No,No,Unemployed,No,2.0,239.0,1.0,0
No,No,Working Professional,No,3.5977173233270796,1111.0,2.465630081300813,1
No,No,Unemployed,Yes,12.0,414.0,6.0,1
No,No,Student,No,3.0,289.0,3.0,0
No,No,Unemployed,No,5.0,1297.0,2.5,1
No,No,Unemployed,No,3.0,199.0,3.0,0
No,No,Unemployed,Yes,3.0,1109.0,3.0,1
No,No,Unemployed,No,4.0,310.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,20.0,213.0,4.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,405.0,5.0,0
No,No,Unemployed,No,8.0,266.0,8.0,0
No,No,Unemployed,No,2.0,72.0,2.0,0
No,No,Unemployed,Yes,3.0,166.0,3.0,0
No,No,Unemployed,Yes,2.0,295.0,2.0,0
No,No,Unemployed,Yes,20.0,155.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,678.0,2.0,1
No,No,Unemployed,Yes,13.0,11.0,6.5,0
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,Yes,2.0,207.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,1391.0,2.0,0
No,No,Unemployed,No,1.0,69.0,1.0,1
No,No,Unemployed,No,3.0,1152.0,3.0,1
No,No,Unemployed,No,14.0,1424.0,2.8,1
No,No,Unemployed,Yes,2.0,45.0,2.0,0
No,No,Unemployed,Yes,8.0,150.0,2.0,1
No,No,Unemployed,No,2.0,1264.0,2.0,1
No,No,Unemployed,No,5.0,439.0,5.0,0
No,No,Unemployed,Yes,8.0,924.0,4.0,1
No,No,Unemployed,No,4.0,861.0,4.0,1
No,No,Unemployed,Yes,2.0,1412.0,2.0,1
No,No,Unemployed,No,4.0,99.0,4.0,1
No,No,Unemployed,No,9.0,747.0,9.0,1
No,No,Unemployed,Yes,4.0,502.0,4.0,0
No,No,Unemployed,No,2.0,197.0,2.0,0
No,No,Unemployed,No,5.0,1049.0,2.5,1
No,No,Unemployed,Yes,2.0,846.0,2.0,0
No,No,Unemployed,No,2.0,250.0,2.0,0
No,No,Unemployed,No,3.0,1303.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,5.0,327.0,2.5,0
No,No,Unemployed,No,2.0,1113.0,2.0,1
No,No,Unemployed,No,2.0,393.0,2.0,0
No,No,Unemployed,Yes,4.0,980.0,2.0,1
No,No,Working Professional,No,2.0,126.0,1.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,534.0,1.5,1
No,No,Unemployed,No,4.0,92.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,314.0,3.0,0
No,No,Unemployed,No,4.0,25.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,504.0,2.0,0
Yes,No,Unemployed,No,2.0,1465.0,2.0,1
No,No,Unemployed,No,3.0,42.0,1.5,0
No,No,Unemployed,Yes,1.0,86.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,158.0,1.0,0
No,No,Working Professional,No,3.0,1683.0,3.0,1
No,No,Unemployed,Yes,4.0,1402.0,2.0,1
Yes,No,Unemployed,Yes,1.0,1095.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,1436.0,3.0,1
No,No,Unemployed,Yes,5.0,1457.0,1.67,1
No,No,Unemployed,Yes,2.0,389.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,No,4.0,1596.0,4.0,0
Yes,No,Unemployed,No,7.0,219.0,7.0,0
No,No,Working Professional,No,3.0,1324.0,1.0,1
No,No,Unemployed,Yes,2.0,1948.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,11.0,1203.0,1.57,1
No,No,Unemployed,Yes,4.0,1495.0,4.0,1
No,No,Unemployed,Yes,2.0,306.0,2.0,0
No,No,Unemployed,No,5.0,7.0,2.5,0
No,No,Unemployed,No,3.0,187.0,1.5,0
No,No,Unemployed,Yes,7.0,158.0,2.33,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,1298.0,4.0,1
No,No,Unemployed,No,4.0,794.0,4.0,1
No,No,Unemployed,No,3.0,235.0,3.0,0
No,No,Unemployed,Yes,3.0,1321.0,1.5,0
No,No,Unemployed,Yes,2.0,963.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,384.0,2.0,1
No,No,Unemployed,No,2.0,942.0,2.0,0
No,No,Unemployed,No,2.0,1318.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,2.0,1790.0,2.0,0
No,No,Unemployed,Yes,7.0,17.0,3.5,1
No,No,Unemployed,No,2.0,729.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,9.0,846.0,9.0,1
No,No,Working Professional,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Working Professional,No,5.0,1184.0,5.0,1
No,No,Unemployed,No,4.0,27.0,2.0,0
No,No,Student,No,0.0,0.0,0.0,1
No,No,Unemployed,No,7.0,1346.0,7.0,1
No,No,Unemployed,Yes,6.0,363.0,6.0,0
No,No,Unemployed,No,5.0,247.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,12.0,249.0,1.71,1
No,No,Unemployed,No,43.0,57.0,3.91,0
No,No,Working Professional,No,5.0,72.0,1.67,0
No,No,Working Professional,Yes,2.0,1321.0,2.0,1
No,No,Unemployed,No,11.0,1478.0,2.75,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,908.0,5.0,1
No,No,Working Professional,No,2.0,900.0,2.0,1
No,No,Unemployed,Yes,2.0,1451.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,7.0,1348.0,1.75,1
No,No,Unemployed,No,2.0,1499.0,2.0,1
No,No,Unemployed,Yes,3.0,1076.0,1.0,1
No,No,Unemployed,No,10.0,66.0,10.0,0
No,No,Unemployed,No,3.0,1434.0,1.5,1
No,No,Unemployed,No,4.0,595.0,4.0,1
No,No,Unemployed,No,3.0,271.0,3.0,0
No,No,Unemployed,Yes,2.0,143.0,2.0,1
No,No,Student,Yes,4.0,664.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,204.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Student,No,0.0,0.0,0.0,0
No,No,Working Professional,No,3.5977173233270796,1357.0,2.465630081300813,1
No,No,Unemployed,Yes,2.0,1202.0,2.0,1
No,No,Unemployed,Yes,1.0,211.0,1.0,0
No,No,Unemployed,No,5.0,610.0,2.5,0
No,No,Unemployed,No,2.0,1446.0,2.0,1
No,No,Unemployed,No,3.0,990.0,3.0,0
Yes,No,Unemployed,No,1.0,463.0,1.0,0
No,No,Unemployed,No,2.0,1137.0,2.0,1
No,No,Unemployed,No,5.0,129.0,2.5,0
No,No,Unemployed,No,6.0,1626.0,6.0,1
No,No,Unemployed,No,7.0,751.0,7.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,1005.0,4.0,1
No,No,Unemployed,No,2.0,779.0,2.0,1
No,No,Unemployed,No,2.0,1059.0,2.0,1
No,No,Unemployed,Yes,1.0,281.0,1.0,0
No,No,Unemployed,No,5.0,70.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Student,No,5.0,1234.0,1.67,1
No,No,Unemployed,No,3.0,1015.0,3.0,1
No,No,Unemployed,No,2.0,19.0,2.0,0
No,No,Unemployed,Yes,2.0,129.0,2.0,0
No,No,Unemployed,No,9.0,1005.0,9.0,1
No,No,Unemployed,No,8.0,190.0,4.0,1
No,No,Unemployed,No,2.0,1795.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,602.0,2.0,0
No,No,Unemployed,Yes,5.0,160.0,5.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,8.0,1288.0,8.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,74.0,1209.0,12.33,0
No,No,Unemployed,Yes,3.0,1709.0,3.0,0
No,No,Unemployed,Yes,11.0,3.0,1.22,0
No,No,Unemployed,No,2.0,1345.0,2.0,1
No,No,Unemployed,No,2.0,511.0,2.0,0
No,No,Working Professional,Yes,4.0,1146.0,2.0,1
No,No,Unemployed,Yes,5.0,20.0,2.5,0
No,No,Working Professional,Yes,2.0,1900.0,2.0,1
No,No,Unemployed,Yes,6.0,1779.0,6.0,1
No,No,Unemployed,Yes,2.0,1054.0,2.0,0
No,No,Unemployed,No,7.0,548.0,3.5,0
No,No,Unemployed,No,2.0,1494.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,1.0,55.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,5.0,12.0,5.0,0
No,No,Unemployed,No,4.0,981.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Student,No,4.0,324.0,4.0,0
No,No,Unemployed,Yes,3.0,50.0,3.0,0
No,No,Unemployed,No,2.0,979.0,2.0,1
No,No,Unemployed,Yes,2.0,334.0,2.0,0
No,No,Unemployed,Yes,2.0,1621.0,2.0,0
No,No,Unemployed,No,2.0,310.0,2.0,0
No,No,Unemployed,No,2.0,156.0,2.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,2.0,0.0,2.0,0
No,No,Unemployed,No,6.0,1040.0,6.0,1
No,No,Unemployed,No,3.0,1508.0,3.0,1
No,No,Working Professional,No,8.0,1499.0,8.0,1
No,No,Working Professional,No,3.5977173233270796,1010.0,2.465630081300813,1
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,29.0,2.0,0
No,No,Unemployed,No,3.0,242.0,1.5,0
No,No,Unemployed,Yes,5.0,124.0,5.0,0
No,No,Unemployed,No,2.0,442.0,2.0,1
No,No,Unemployed,No,3.0,232.0,3.0,0
No,No,Unemployed,No,5.0,92.0,5.0,0
No,No,Unemployed,Yes,8.0,1568.0,8.0,1
No,No,Unemployed,No,3.0,47.0,3.0,0
No,No,Working Professional,No,3.5977173233270796,1650.0,2.465630081300813,1
No,No,Unemployed,No,3.5977173233270796,1540.0,2.465630081300813,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,5.0,1035.0,2.5,0
No,No,Unemployed,No,2.0,1696.0,2.0,1
No,No,Unemployed,Yes,4.0,1425.0,4.0,1
No,No,Unemployed,Yes,3.0,1131.0,3.0,1
No,No,Working Professional,Yes,5.0,264.0,5.0,1
Yes,No,Unemployed,No,6.0,1047.0,6.0,1
No,No,Unemployed,No,5.0,1143.0,1.25,1
No,No,Unemployed,No,2.0,973.0,2.0,0
No,No,Unemployed,Yes,4.0,1606.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,5.0,1298.0,5.0,0
No,No,Unemployed,No,2.0,57.0,2.0,0
No,No,Working Professional,No,3.0,304.0,3.0,1
No,No,Unemployed,No,7.0,987.0,1.17,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,183.0,3.0,0
No,No,Unemployed,No,1.0,147.0,1.0,0
No,No,Working Professional,No,3.5977173233270796,304.0,2.465630081300813,1
No,No,Unemployed,No,6.0,120.0,6.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,5.0,933.0,5.0,1
No,No,Unemployed,Yes,3.0,813.0,1.5,1
No,No,Student,Yes,5.0,1341.0,2.5,1
No,No,Unemployed,Yes,10.0,1306.0,2.5,0
No,No,Unemployed,No,2.0,225.0,2.0,0
Yes,No,Unemployed,Yes,3.0,69.0,3.0,0
No,No,Unemployed,No,4.0,1049.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,1.0,1196.0,1.0,1
No,No,Unemployed,No,3.5977173233270796,1542.0,2.465630081300813,1
No,No,Unemployed,Yes,3.0,574.0,1.5,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,9.0,978.0,4.5,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,841.0,2.5,1
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,No,3.0,103.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,Yes,12.0,218.0,12.0,1
No,No,Unemployed,Yes,7.0,1242.0,3.5,1
No,No,Unemployed,Yes,2.0,1669.0,2.0,0
Yes,No,Working Professional,Yes,8.0,1757.0,8.0,1
No,No,Unemployed,No,5.0,396.0,1.67,0
No,No,Working Professional,No,3.0,25.0,3.0,1
No,No,Unemployed,Yes,3.0,1625.0,3.0,1
No,No,Unemployed,Yes,2.0,1223.0,2.0,0
No,No,Unemployed,No,2.0,79.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,Yes,9.0,1046.0,1.8,1
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,No,1.0,1449.0,1.0,1
No,No,Unemployed,No,4.0,665.0,4.0,1
No,No,Unemployed,No,5.0,324.0,2.5,0
Yes,No,Unemployed,Yes,6.0,15.0,6.0,0
No,No,Unemployed,Yes,3.0,231.0,3.0,0
No,No,Working Professional,Yes,4.0,1381.0,4.0,1
No,No,Unemployed,Yes,2.0,739.0,2.0,0
No,No,Unemployed,Yes,6.0,259.0,2.0,0
No,No,Unemployed,Yes,7.0,28.0,2.33,0
No,No,Unemployed,No,4.0,185.0,4.0,0
No,No,Unemployed,No,5.0,286.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,5.0,1417.0,5.0,1
No,No,Unemployed,No,5.0,788.0,5.0,1
No,No,Unemployed,Yes,6.0,1445.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,11.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,1.0,1077.0,1.0,0
No,No,Working Professional,Yes,3.0,835.0,3.0,1
No,No,Working Professional,No,5.0,921.0,5.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,8.0,1620.0,4.0,1
No,No,Unemployed,Yes,9.0,87.0,1.8,0
No,No,Unemployed,Yes,2.0,40.0,2.0,0
No,No,Unemployed,Yes,3.0,952.0,3.0,0
No,No,Unemployed,No,4.0,1021.0,2.0,1
No,No,Working Professional,No,4.0,1205.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,6.0,5.0,6.0,0
No,No,Unemployed,Yes,4.0,304.0,1.33,0
No,No,Student,Yes,7.0,499.0,2.33,0
No,No,Unemployed,No,3.0,248.0,3.0,0
No,No,Unemployed,No,5.0,1142.0,2.5,1
No,No,Unemployed,No,4.0,1357.0,4.0,1
No,No,Unemployed,No,7.0,950.0,2.33,1
No,No,Unemployed,Yes,2.0,2.0,2.0,0
No,No,Working Professional,No,1.0,938.0,1.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,77.0,2.0,0
No,No,Unemployed,No,5.0,16.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,7.0,1029.0,7.0,1
No,No,Unemployed,No,5.0,44.0,2.5,0
No,No,Unemployed,Yes,5.0,1303.0,2.5,1
No,No,Unemployed,No,4.0,487.0,2.0,0
No,No,Unemployed,No,2.0,30.0,2.0,1
No,No,Unemployed,No,4.0,1553.0,4.0,1
No,No,Unemployed,No,6.0,1048.0,3.0,1
No,No,Unemployed,No,4.0,355.0,4.0,0
No,No,Unemployed,Yes,7.0,60.0,7.0,1
No,No,Unemployed,Yes,9.0,1623.0,2.25,1
No,No,Working Professional,Yes,9.0,1105.0,2.25,1
No,No,Unemployed,No,2.0,305.0,2.0,0
No,No,Unemployed,No,2.0,660.0,2.0,0
No,No,Unemployed,No,2.0,417.0,2.0,0
No,No,Unemployed,No,11.0,282.0,11.0,0
No,No,Unemployed,Yes,3.0,446.0,1.5,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,3.0,118.0,3.0,0
No,No,Unemployed,No,5.0,2037.0,2.5,1
No,No,Unemployed,Yes,2.0,338.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,1379.0,2.0,0
Yes,No,Unemployed,Yes,5.0,131.0,1.25,0
No,No,Unemployed,Yes,8.0,1343.0,2.67,1
No,No,Unemployed,No,4.0,158.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,20.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,1383.0,3.0,1
No,No,Unemployed,No,3.0,563.0,3.0,0
No,No,Unemployed,Yes,18.0,874.0,3.6,1
No,No,Unemployed,No,2.0,1124.0,2.0,0
No,No,Unemployed,No,2.0,1210.0,2.0,0
No,No,Unemployed,No,5.0,209.0,5.0,1
Yes,No,Unemployed,No,1.0,100.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,3.0,303.0,3.0,0
No,No,Unemployed,No,4.0,335.0,4.0,0
No,No,Unemployed,Yes,7.0,69.0,7.0,0
No,No,Working Professional,No,4.0,429.0,4.0,1
No,No,Unemployed,Yes,4.0,726.0,4.0,0
No,No,Working Professional,No,4.0,765.0,4.0,1
No,No,Unemployed,No,3.0,929.0,1.5,1
No,No,Unemployed,No,4.0,1093.0,4.0,0
No,No,Unemployed,Yes,1.0,40.0,1.0,0
No,No,Unemployed,No,6.0,592.0,3.0,1
No,No,Unemployed,Yes,9.0,413.0,4.5,0
Yes,No,Unemployed,No,3.0,35.0,3.0,0
No,No,Unemployed,Yes,4.0,540.0,4.0,1
No,No,Unemployed,No,3.5977173233270796,781.0,2.465630081300813,1
No,No,Unemployed,Yes,2.0,93.0,2.0,0
No,No,Unemployed,No,5.0,912.0,5.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,645.0,2.0,1
No,No,Unemployed,No,10.0,825.0,5.0,1
No,No,Unemployed,No,2.0,316.0,2.0,0
No,No,Unemployed,Yes,7.0,116.0,7.0,1
No,No,Unemployed,No,5.0,282.0,1.67,0
No,No,Unemployed,No,7.0,60.0,7.0,0
No,No,Unemployed,No,5.0,369.0,5.0,0
No,No,Unemployed,Yes,1.0,419.0,1.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,22.0,59.0,5.5,0
No,No,Unemployed,No,2.0,1565.0,2.0,1
No,No,Unemployed,Yes,9.0,1573.0,4.5,1
Yes,No,Unemployed,Yes,3.0,300.0,3.0,0
No,No,Unemployed,No,6.0,211.0,6.0,0
Yes,No,Unemployed,No,4.0,347.0,4.0,0
No,No,Unemployed,Yes,6.0,83.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Working Professional,Yes,4.0,56.0,4.0,1
No,No,Unemployed,No,1.0,147.0,1.0,0
No,No,Unemployed,No,5.0,866.0,5.0,1
No,No,Unemployed,Yes,5.0,421.0,2.5,0
No,No,Student,No,16.0,1576.0,2.67,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,558.0,3.0,0
No,No,Unemployed,No,3.0,995.0,3.0,1
No,No,Unemployed,No,8.0,191.0,4.0,0
No,No,Working Professional,No,3.5977173233270796,986.0,2.465630081300813,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,71.0,5.0,0
No,No,Unemployed,No,6.0,1292.0,6.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,1136.0,3.0,1
No,No,Unemployed,No,2.0,925.0,2.0,1
No,No,Unemployed,No,5.0,89.0,5.0,0
No,No,Unemployed,No,5.0,1421.0,5.0,1
No,No,Unemployed,No,2.0,44.0,1.0,0
No,No,Unemployed,Yes,6.0,262.0,6.0,0
No,No,Unemployed,Yes,2.0,345.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,432.0,1.5,0
No,No,Unemployed,No,2.0,455.0,1.0,0
No,No,Unemployed,No,4.0,635.0,2.0,1
No,No,Unemployed,No,5.0,542.0,5.0,1
No,No,Unemployed,No,9.0,246.0,3.0,0
No,No,Unemployed,No,5.0,108.0,5.0,0
No,No,Unemployed,No,7.0,202.0,7.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,818.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,6.0,1172.0,6.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,1412.0,2.0,1
No,No,Working Professional,Yes,5.0,808.0,5.0,1
Yes,No,Unemployed,Yes,3.0,210.0,3.0,0
Yes,No,Unemployed,No,2.0,297.0,2.0,0
No,No,Unemployed,No,4.0,342.0,4.0,0
No,No,Unemployed,No,2.0,526.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,918.0,2.0,0
No,No,Unemployed,Yes,6.0,1121.0,2.0,1
No,No,Unemployed,No,4.0,1811.0,4.0,1
No,No,Unemployed,Yes,4.0,1107.0,2.0,1
No,No,Working Professional,Yes,11.0,1850.0,5.5,1
No,No,Unemployed,Yes,5.0,1449.0,5.0,1
No,No,Unemployed,Yes,6.0,2.0,3.0,0
No,No,Unemployed,No,3.0,295.0,3.0,0
No,No,Unemployed,Yes,5.0,1184.0,5.0,1
Yes,No,Unemployed,No,3.0,242.0,3.0,0
No,No,Unemployed,No,3.0,303.0,3.0,0
No,No,Unemployed,No,7.0,215.0,7.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,7.0,43.0,3.5,0
No,No,Working Professional,Yes,10.0,155.0,5.0,1
No,No,Unemployed,Yes,3.0,1054.0,1.5,0
No,No,Unemployed,No,8.0,216.0,4.0,0
No,No,Unemployed,Yes,3.0,164.0,3.0,0
No,No,Unemployed,Yes,5.0,1059.0,2.5,0
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,Yes,2.0,28.0,2.0,0
No,No,Unemployed,No,6.0,529.0,3.0,0
No,No,Unemployed,Yes,5.0,362.0,2.5,0
No,No,Unemployed,No,6.0,332.0,6.0,1
No,No,Unemployed,Yes,4.0,1264.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,1290.0,1.67,1
Yes,No,Unemployed,No,2.0,31.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,1450.0,2.0,0
No,No,Unemployed,No,16.0,1297.0,1.78,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,13.0,1097.0,6.5,1
No,No,Unemployed,Yes,3.0,941.0,3.0,1
